<?xml version="1.0"?>
FILENAME       COMMENT
./csm_applications/components/trunk/maven-core/src/test/java/org/apache/maven/listeners/BuildExtensionListenerTest.java     PR# CBS00039991 o Fixed svn:keywords
./csm_applications/components/trunk/maven-core/src/main/java/org/apache/maven/listeners/DefaultMavenModelEventProcessor.java     PR# CBS00039991 o Fixed svn:keywords
./csm_applications/components/trunk/maven-project-builder/src/test/projects/enforcer/maven-enforcer-plugin/pom.xml     PR# CBS00039991 o Fixed svn:keywords
./csm_applications/components/trunk/maven-model/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-profile/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-plugin-api/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-project/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-embedder/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-plugin-api/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-core-it-runner/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-project/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-core-it-runner/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-distribution/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-toolchain/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-reporting-api/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-distribution/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-toolchain/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-embedder-integration-tests/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-core/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-workspace/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-lifecycle/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/src/site/site.xml     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)
./csm_applications/components/trunk/maven-profile/src/site     PR# CBS00039991 added site descriptors to provide modules/parent links (merged from 2.0.x branch r649903)

